SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>في<s>	<s>في<s>	UC	UC	NA
<s>أفغانستان<s>	<s>أفغانستان<s>	UC	UC	NA
<s>تحت<s>	<s>تحت<s>	UC	UC	NA
<s>راية<s>	<s>راية<s>	UC	UC	NA
<s>الناتو<s>	<s>الناتو<s>	UC	UC	NA
<s>وضعهم<s>	<s>وضعهم<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>ليدافعوا<s>	<s>ليدافعوا<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>مسلمي<s>	<s>مسلمي<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>الذين<s>	<s>الذين<s>	UC	UC	NA
<s>تسفك<s>	<s>تسفك<s>	UC	UC	NA
<s>دماؤهم<s>	<s>دماؤهم<s>	UC	UC	NA
<s>وتنتهك<s>	<s>وتنتهك<s>	UC	UC	NA
<s>أعراضهم<s>	<s>أعراضهم<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>قبل<s>	<s>قبل<s>	UC	UC	NA
<s>صديقك<s>	<s>صديقك<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>تصرفاتك<s>	<s>تصرفاتك<s>	UC	UC	NA
<s>المشبوهة<s>	<s>المشبوهة<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>تتغطى<s>	<s>تتغطى<s>	UC	UC	NA
<s>بغطاء<s>	<s>بغطاء<s>	UC	UC	NA
<s>الإسلام<s>	<s>الإسلام<s>	UC	UC	NA
<s>أصبحت<s>	<s>أصبحت<s>	UC	UC	NA
<s>مكشوفة<s>	<s>مكشوفة<s>	UC	UC	NA
<s>فأنت<s>	<s>فأنت<s>	UC	UC	NA
<s>شريك<s>	<s>شريك<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الجريمة<s>	<s>الجريمة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>أيام<s>	<s>أيام<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>محدوة<s>	<s>محدوة<s>	OM	OM	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>سيلتحق<s>	<s>سيلتحق<s>	SP	SP	OOV
<s>بزملائه<s>	<s>بزملائه<s>	UC	UC	NA
<s>لأن<s>	<s>لأن<s>	UC	UC	NA
<s>الانشقاقات<s>	<s>الانشقاقات<s>	UC	UC	NA
<s>مستمرة<s>	<s>مستمرة<s>	UC	UC	NA
<s>فالجيش<s>	<s>فالجيش<s>	UC	UC	NA
<s>سئم<s>	<s>سئم<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>قتل<s>	<s>قتل<s>	UC	UC	NA
<s>الأبرياء<s>	<s>الأبرياء<s>	UC	UC	NA
<s>ولقد<s>	<s>ولقد<s>	UC	UC	NA
<s>فشلت<s>	<s>فشلت<s>	UC	UC	NA
<s>خطة<s>	<s>خطة<s>	UC	UC	NA
<s>القمع<s>	<s>القمع<s>	UC	UC	NA
<s>والتخويف<s>	<s>والتخويف<s>	UC	UC	NA
<s>ولن<s>	<s>ولن<s>	UC	UC	NA
<s>يرث<s>	<s>يرث<s>	UC	UC	NA
<s>ابن<s>	<s>ابن<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>الحكم<s>	<s>الحكم<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>المرة<s>	<s>المرة<s>	UC	UC	NA
<s>وسيرحل<s>	<s>وسيرحل<s>	UC	UC	NA
<s>أيام<s>	<s>أيام<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>محدوة<s>	<s>محدوة<s>	OM	OM	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>سيلتحق<s>	<s>سيلتحق<s>	SP	SP	OOV
<s>بزملائه<s>	<s>بزملائه<s>	UC	UC	NA
<s>لأن<s>	<s>لأن<s>	UC	UC	NA
<s>الانشقاقات<s>	<s>الانشقاقات<s>	UC	UC	NA
<s>مستمرة<s>	<s>مستمرة<s>	UC	UC	NA
<s>فالجيش<s>	<s>فالجيش<s>	UC	UC	NA
<s>سئم<s>	<s>سئم<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>قتل<s>	<s>قتل<s>	UC	UC	NA
<s>الأبرياء<s>	<s>الأبرياء<s>	UC	UC	NA
<s>ولقد<s>	<s>ولقد<s>	UC	UC	NA
<s>فشلت<s>	<s>فشلت<s>	UC	UC	NA
<s>خطة<s>	<s>خطة<s>	UC	UC	NA
<s>القمع<s>	<s>القمع<s>	UC	UC	NA
<s>والتخويف<s>	<s>والتخويف<s>	UC	UC	NA
<s>ولن<s>	<s><s>	XT	XT	CBR
<s>وسيرحل<s>	<s>وسيرحل<s>	UC	UC	NA

<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>نجاح<s>	<s>نجاح<s>	UC	UC	NA
<s>التجربة<s>	<s>التجربة<s>	UC	UC	NA
<s>الانتخابية<s>	<s>الانتخابية<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>تونس<s>	<s>تونس<s>	UC	UC	NA
<s>أجج<s>	<s>أجج<s>	UC	UC	NA
<s>الأوضاع<s>	<s>الأوضاع<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>مصر<s>	<s>مصر<s>	UC	UC	NA
<s>وسوف<s>	<s>وسوف<s>	UC	UC	NA
<s>يؤججها<s>	<s>يؤججها<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>سائر<s>	<s>سائر<s>	UC	UC	NA
<s>الدول<s>	<s>الدول<s>	UC	UC	NA
<s>العربية<s>	<s>العربية<s>	UC	UC	NA
<s>الثورية<s>	<s>الثورية<s>	UC	UC	NA
<s>والمحافظة<s>	<s>والمحافظة<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>لذا<s>	<s>لذا<s>	UC	UC	NA
<s>فليس<s>	<s>فليس<s>	UC	UC	NA
<s>هناك<s>	<s>هناك<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>بمآمن<s>	<s>بمأمن<s>	XN	XN	CBR
<s>من<s>	<s>من<s>	UC	UC	NA
<s>التغيير<s>	<s>التغيير<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PT	PT	OOV
<s>آسف<s>	<s>أسف<s>	OH	OH	CBR
<s>للضحايا<s>	<s>للضحايا<s>	UC	UC	NA
<s>الذين<s>	<s>الذين<s>	UC	UC	NA
<s>سقطوا<s>	<s>سقطوا<s>	UC	UC	NA
<s>بلا<s>	<s>بلا<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>مبرر<s>	<s>مبرر<s>	UC	UC	NA
<s>والعنف<s>	<s>والعنف<s>	UC	UC	NA
<s>المرفوض<s>	<s>المرفوض<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>السلطة<s>	<s>السلطة<s>	UC	UC	NA
<s>العسكرية<s>	<s>العسكرية<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>استساغت<s>	<s>استساغت<s>	UC	UC	NA
<s>الحكم<s>	<s>الحكم<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>درجة<s>	<s>درجة<s>	UC	UC	NA
<s>الإدمان<s>	<s>الإدمان<s>	UC	UC	NA
<s>ولايبدو<s>	<s>ولايبدو<s>	MG	MG	OOV
<s>أنها<s>	<s>أنها<s>	UC	UC	NA
<s>سترحل<s>	<s>سترحل<s>	UC	UC	NA
<s>عنه<s>	<s>عنه<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>بالعنف<s>	<s>بالعنف<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>واأسفاه<s>	<s>واأسفاه<s>	UC	UC	NA
<s>يامصر<s>	<s>يا مصر<s>	MG	MG	CBR

<s>شكرا<s>	<s>شكرا<s>	UC	UC	NA
<s>للجزيرة<s>	<s>للجزيرة<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>تغطيتها<s>	<s>تغطيتها<s>	UC	UC	NA
<s>المميزة<s>	<s>المميزة<s>	UC	UC	NA
<s>للثورة<s>	<s>للثورة<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>وأمس<s>	<s>وأمس<s>	UC	UC	NA
<s>وقبل<s>	<s>وقبل<s>	UC	UC	NA
<s>أمس<s>	<s>أمس<s>	UC	UC	NA
<s>بلغ<s>	<s>بلغ<s>	UC	UC	NA
<s>عدد<s>	<s>عدد<s>	UC	UC	NA
<s>الشهداء<s>	<s>الشهداء<s>	UC	UC	NA
<s>أكثر<s>	<s>أكثر<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>100<s>	<s>100<s>	UC	UC	NA
<s>شهيد<s>	<s>شهيد<s>	UC	UC	NA
<s>فياجامعة<s>	<s>فياجامعة<s>	MG	MG	OOV
<s>الدول<s>	<s>الدول<s>	UC	UC	NA
<s>العربية<s>	<s>العربية<s>	UC	UC	NA
<s>الكل<s>	<s>الكل<s>	UC	UC	NA
<s>طالب<s>	<s>طالب<s>	UC	UC	NA
<s>بحماية<s>	<s>بحماية<s>	UC	UC	NA
<s>المدنيين<s>	<s>المدنيين<s>	UC	UC	NA
<s>والكل<s>	<s>والكل<s>	UC	UC	NA
<s>طالب<s>	<s>طالب<s>	UC	UC	NA
<s>بالوقوف<s>	<s>بالوقوف<s>	UC	UC	NA
<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>أنت<s>	<s>أنتم<s>	OM	OM	CBR
<s>ياجامعة<s>	<s>يا جامعة<s>	MG	MG	CBR
<s>الدول<s>	<s>الدول<s>	UC	UC	NA
<s>العربية<s>	<s>العربية<s>	UC	UC	NA
<s>أنت<s>	<s>أنتم<s>	OM	OM	CBR
<s>تقتلين<s>	<s>تقتلين<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>ونشكر<s>	<s>ونشكر<s>	UC	UC	NA
<s>أخير<s>	<s>أخير<s>	UC	UC	NA
<s>الإعلامي<s>	<s>الإعلامي<s>	UC	UC	NA
<s>المتميز<s>	<s>المتميز<s>	UC	UC	NA
<s>صاحب<s>	<s>صاحب<s>	UC	UC	NA
<s>التقارير<s>	<s>التقارير<s>	UC	UC	NA
<s>المتميزة<s>	<s>المتميزة<s>	UC	UC	NA
<s>الاستاز<s>	<s>الأستاذ<s>	OH	OH	CBR
<s>ماجد<s>	<s>ماجد<s>	UC	UC	NA
<s>عبدالهادي<s>	<s>عبد الهادي<s>	MG	MG	CBR
<s>وبنقول<s>	<s>ونقول<s>	XT	XT	CBR
<s>لو<s>	<s>لو<s>	UC	UC	NA
<s>اشتقنا<s>	<s>اشتقنا<s>	UC	UC	NA
<s>لك<s>	<s>لك<s>	UC	UC	NA
<s>ليش<s>	<s>ليش<s>	UC	UC	NA
<s>عم<s>	<s>عم<s>	UC	UC	NA
<s>بتطول<s>	<s>بتطول<s>	OD	OD	OOV
<s>علينا<s>	<s>علينا<s>	UC	UC	NA
<s>يابطل<s>	<s>يا بطل<s>	MG	MG	CBR

<s>بوارج<s>	<s>بوارج<s>	UC	UC	NA
<s>حربية<s>	<s>حربية<s>	UC	UC	NA
<s>تقصف<s>	<s>تقصف<s>	UC	UC	NA
<s>حي<s>	<s>حيا<s>	XC	XC	CBR
<s>سكني<s>	<s>سكني<s>	XC	XC	OOV
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>شجاعة<s>	<s>شجاعة<s>	UC	UC	NA
<s>وبسالة<s>	<s>وبسالة<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>الأسدي<s>	<s>الأسدي<s>	UC	UC	NA
<s>أبطال<s>	<s>أبطال<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>شعب<s>	<s>شعب<s>	UC	UC	NA
<s>أعزل<s>	<s>أعزل<s>	UC	UC	NA
<s>وعلى<s>	<s>وعلى<s>	UC	UC	NA
<s>حدود<s>	<s>حدود<s>	UC	UC	NA
<s>الوطن<s>	<s>الوطن<s>	UC	UC	NA
<s>فاران<s>	<s>فاران<s>	OR	OR	OOV
<s>.<s>	<s>.<s>	UC	UC	NA
<s>الحرية<s>	<s>الحرية<s>	UC	UC	NA
<s>والديم<s>	<s>والديم<s>	SP	SP	OOV
<s>قراطية<s>	<s>قراطية<s>	SP	SP	OOV
<s>وكرامة<s>	<s>وكرامة<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>قادمة<s>	<s>قادمة<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>محالة<s>	<s>محالة<s>	UC	UC	NA
<s>اليوم<s>	<s>اليوم<s>	UC	UC	NA
<s>بكره<s>	<s>بكره<s>	UC	UC	NA
<s>بعده<s>	<s>بعده<s>	UC	UC	NA
<s>ليس<s>	<s>ليس<s>	UC	UC	NA
<s>مهم<s>	<s>مهما<s>	XC	XC	CBR
<s>المهم<s>	<s>المهم<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>يسير<s>	<s>يسير<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>طريق<s>	<s>طريق<s>	UC	UC	NA
<s>الكرامة<s>	<s>الكرامة<s>	UC	UC	NA
<s>وفي<s>	<s>وفي<s>	UC	UC	NA
<s>النهاية<s>	<s>النهاية<s>	UC	UC	NA
<s>سوف<s>	<s>سوف<s>	UC	UC	NA
<s>يحصل<s>	<s>يحصل<s>	UC	UC	NA
<s>عليها<s>	<s>عليها<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>لسنا<s>	<s>لسنا<s>	UC	UC	NA
<s>ضد<s>	<s>ضد<s>	UC	UC	NA
<s>المراقبين<s>	<s>المراقبين<s>	UC	UC	NA
<s>لكن<s>	<s>لكن<s>	UC	UC	NA
<s>مهمتهم<s>	<s>مهمتهم<s>	UC	UC	NA
<s>كان<s>	<s>كان<s>	UC	UC	NA
<s>يجب<s>	<s>يجب<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تنتهي<s>	<s>تنتهي<s>	UC	UC	NA
<s>منذ<s>	<s>منذ<s>	UC	UC	NA
<s>الأسبوع<s>	<s>الأسبوع<s>	UC	UC	NA
<s>الأول<s>	<s>الأول<s>	UC	UC	NA
<s>لوصولهم<s>	<s>لوصولهم<s>	UC	UC	NA
<s>لسوريا<s>	<s>لسوريا<s>	UC	UC	NA
<s>لأنهم<s>	<s>لأنهم<s>	UC	UC	NA
<s>تأكدوا<s>	<s>تأكدوا<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>مستمر<s>	<s>مستمر<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>القتل<s>	<s>القتل<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>الانتظار<s>	<s>الانتظار<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الآن<s>	<s>الآن<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>المشكلة<s>	<s>المشكلة<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الروح<s>	<s>الروح<s>	UC	UC	NA
<s>البشرية<s>	<s>البشرية<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>قيمة<s>	<s>قيمة<s>	UC	UC	NA
<s>لها<s>	<s>لها<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>وطننا<s>	<s>وطننا<s>	UC	UC	NA
<s>العربي<s>	<s>العربي<s>	UC	UC	NA
<s>المحكوم<s>	<s>المحكوم<s>	UC	UC	NA
<s>غالبا<s>	<s>غالبا<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>عساكر<s>	<s>عساكر<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يملكون<s>	<s>يملكون<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>مؤهل<s>	<s>مؤهل<s>	UC	UC	NA
<s>علمي<s>	<s>علمي<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>ثقافي<s>	<s>ثقافي<s>	UC	UC	NA
<s>والسيد<s>	<s>والسيد<s>	UC	UC	NA
<s>الدابي<s>	<s>الدابي<s>	UC	UC	NA
<s>كمثال<s>	<s>كمثال<s>	UC	UC	NA
<s>برتبة<s>	<s>برتبة<s>	UC	UC	NA
<s>معادلة<s>	<s>معادلة<s>	UC	UC	NA
<s>لرتبة<s>	<s>لرتبة<s>	UC	UC	NA
<s>رئيس<s>	<s>رئيس<s>	UC	UC	NA
<s>السودان<s>	<s>السودان<s>	UC	UC	NA
<s>وهو<s>	<s>وهو<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يملك<s>	<s>يملك<s>	UC	UC	NA
<s>شهادة<s>	<s>شهادة<s>	UC	UC	NA
<s>جامعية<s>	<s>جامعية<s>	UC	UC	NA

<s>حسبنا<s>	<s>حسبنا<s>	UC	UC	NA
<s>وحسبكم<s>	<s>وحسبكم<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>سينصرنا<s>	<s>سينصرنا<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>بحوله<s>	<s>بحوله<s>	UC	UC	NA
<s>وقوته<s>	<s>وقوته<s>	UC	UC	NA
<s>وأن<s>	<s>وإن<s>	OH	OH	CBR
<s>خذلنا<s>	<s>خذلنا<s>	UC	UC	NA
<s>العالم<s>	<s>العالم<s>	UC	UC	NA
<s>أجمع<s>	<s>أجمع<s>	UC	UC	NA
<s>بل<s>	<s>بل<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>اجتمعوا<s>	<s>اجتمعوا<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>ولنكون<s>	<s>ولنكون<s>	UC	UC	NA
<s>ممن<s>	<s>ممن<s>	UC	UC	NA
<s>يخشى<s>	<s>يخشى<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>غير<s>	<s>غير<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>ونتوكل<s>	<s>ونتوكل<s>	UC	UC	NA
<s>عليه<s>	<s>عليه<s>	UC	UC	NA
<s>وحده<s>	<s>وحده<s>	UC	UC	NA
<s>سبحانه<s>	<s>سبحانه<s>	UC	UC	NA
<s>وتعاى<s>	<s>وتعاى<s>	OM	OM	OOV
<s>ورب<s>	<s>ورب<s>	UC	UC	NA
<s>البيت<s>	<s>البيت<s>	UC	UC	NA
<s>أنه<s>	<s>إنه<s>	OH	OH	CBR
<s>كفيل<s>	<s>كفيل<s>	UC	UC	NA
<s>بنصر<s>	<s>بنصر<s>	UC	UC	NA
<s>أرض<s>	<s>أرض<s>	UC	UC	NA
<s>الشام<s>	<s>الشام<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>أعدائهم<s>	<s>أعدائهم<s>	UC	UC	NA
<s>ونصر<s>	<s>ونصر<s>	UC	UC	NA
<s>المستضعفين<s>	<s>المستضعفين<s>	UC	UC	NA
<s>بكل<s>	<s>بكل<s>	UC	UC	NA
<s>مكان<s>	<s>مكان<s>	UC	UC	NA

<s>موضوع<s>	<s>موضوع<s>	UC	UC	NA
<s>العصابات<s>	<s>العصابات<s>	UC	UC	NA
<s>السلفية<s>	<s>السلفية<s>	UC	UC	NA
<s>مكذوب<s>	<s>مكذوب<s>	UC	UC	NA
<s>100<s>	<s>100<s>	UC	UC	NA
<s>%<s>	<s>%<s>	UC	UC	NA
<s>ومن<s>	<s>ومن<s>	UC	UC	NA
<s>نصائح<s>	<s>نصائح<s>	UC	UC	NA
<s>إيران<s>	<s>إيران<s>	UC	UC	NA
<s>وحزبها<s>	<s>وحزبها<s>	UC	UC	NA
<s>اللبناني<s>	<s>اللبناني<s>	UC	UC	NA
<s>للأسد<s>	<s>للأسد<s>	UC	UC	NA
<s>للتعتيم<s>	<s>للتعتيم<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>ذبحه<s>	<s>ذبحه<s>	UC	UC	NA
<s>لشعبه<s>	<s>لشعبه<s>	UC	UC	NA
<s>الأعزل<s>	<s>الأعزل<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يوم<s>	<s>يوم<s>	UC	UC	NA
<s>يومها<s>	<s>يومها<s>	UC	UC	NA
<s>فيها<s>	<s>فيها<s>	UC	UC	NA
<s>مسلمين<s>	<s>مسلمين<s>	UC	UC	NA
<s>وسطية<s>	<s>وسطية<s>	UC	UC	NA
<s>معتدلين<s>	<s>معتدلين<s>	UC	UC	NA
<s>وشوية<s>	<s>وشوية<s>	UC	UC	NA
<s>صوفية<s>	<s>صوفية<s>	UC	UC	NA
<s>وقلة<s>	<s>وقلة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الإخوان<s>	<s>الإخوان<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أما<s>	<s>أما<s>	UC	UC	NA
<s>السلفية<s>	<s>السلفية<s>	UC	UC	NA
<s>فلم<s>	<s>فلم<s>	UC	UC	NA
<s>نسمع<s>	<s>نسمع<s>	UC	UC	NA
<s>بهم<s>	<s>بهم<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>عند<s>	<s>عند<s>	UC	UC	NA
<s>إرسال<s>	<s>إرسال<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>بعضهم<s>	<s>بعضهم<s>	UC	UC	NA
<s>وليس<s>	<s>وليس<s>	UC	UC	NA
<s>فيهم<s>	<s>فيهم<s>	UC	UC	NA
<s>سوري<s>	<s>سوري<s>	UC	UC	NA
<s>لمخيم<s>	<s>لمخيم<s>	UC	UC	NA
<s>نهر<s>	<s>نهر<s>	UC	UC	NA
<s>البارد<s>	<s>البارد<s>	UC	UC	NA
<s>والعراق<s>	<s>والعراق<s>	UC	UC	NA
<s>للتفجيرات<s>	<s>للتفجيرات<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>المتظاهرون<s>	<s>المتظاهرون<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>الآن<s>	<s>الآن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>الطوائف<s>	<s>الطوائف<s>	UC	UC	NA
<s>والأعراق<s>	<s>والأعراق<s>	UC	UC	NA
<s>&amp;<s>	<s>&amp;<s>	X	X	OOV
<s>lt<s>	<s>lt<s>	UC	UC	NA
<s>;<s>	<s>;<s>	UC	UC	NA
<s>&amp;<s>	<s>&amp;<s>	X	X	OOV
<s>gt<s>	<s>gt<s>	UC	UC	NA
<s>;<s>	<s>;<s>	UC	UC	NA

<s>لكل<s>	<s>لكل<s>	UC	UC	NA
<s>الواهمين<s>	<s>الواهمين<s>	UC	UC	NA
<s>بأن<s>	<s>بأن<s>	UC	UC	NA
<s>سورية<s>	<s>سورية<s>	UC	UC	NA
<s>ستسقط<s>	<s>ستسقط<s>	UC	UC	NA
<s>نتيجة<s>	<s>نتيجة<s>	UC	UC	NA
<s>الهجمات<s>	<s>الهجمات<s>	UC	UC	NA
<s>الإرهابية<s>	<s>الإرهابية<s>	UC	UC	NA
<s>فهو<s>	<s>فهو<s>	UC	UC	NA
<s>واهم<s>	<s>واهم<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>وهذه<s>	<s>وهذه<s>	UC	UC	NA
<s>العمليات<s>	<s>العمليات<s>	UC	UC	NA
<s>تزيد<s>	<s>تزيد<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>والآمن<s>	<s>والأمن<s>	OH	OH	CBR
<s>إصرارا<s>	<s>إصرارا<s>	UC	UC	NA
<s>بالقضاء<s>	<s>بالقضاء<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الإرهاب<s>	<s>الإرهاب<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>وعلى<s>	<s>وعلى<s>	UC	UC	NA
<s>الرغم<s>	<s>الرغم<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>اجتماع<s>	<s>اجتماع<s>	UC	UC	NA
<s>ثلاثة<s>	<s>ثلاثة<s>	UC	UC	NA
<s>أرباع<s>	<s>أرباع<s>	UC	UC	NA
<s>العالم<s>	<s>العالم<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>سورية<s>	<s>سورية<s>	UC	UC	NA
<s>فلن<s>	<s>فلن<s>	UC	UC	NA
<s>يستطيعوا<s>	<s>يستطيعون<s>	XC	XC	CBR
<s>النيل<s>	<s>النيل<s>	UC	UC	NA
<s>منها<s>	<s>منها<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>وتكاثر<s>	<s>وتكاثر<s>	UC	UC	NA
<s>الأعداء<s>	<s>الأعداء<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>سورية<s>	<s>سورية<s>	UC	UC	NA
<s>دليل<s>	<s>دليل<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>صحة<s>	<s>صحة<s>	UC	UC	NA
<s>مواقفها<s>	<s>مواقفها<s>	UC	UC	NA
<s>وقضاياها<s>	<s>وقضاياها<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>تدافع<s>	<s>تدافع<s>	UC	UC	NA
<s>عنها<s>	<s>عنها<s>	UC	UC	NA
